Pangenome	Loc090402-8m	Loc081215-8m	Loc081215-1m	Loc090907-1m	Loc090116-8m	Loc090519-8m	Loc090721-8m	Loc090402-1m	Loc090721-1m	Loc090116-1m	Loc090519-1m	Loc090907-8m
c__Thermoleophilia_mOTU_0.NBPs.core	7.3159259354997905	6.456482028539316	8.725489994560304	0.1461072142960002	18.211120175299737	2.196189482564412	2.4219348647749412	6.792511075404397	0.20488574759693523	4.856387390810609	0.40460920241379544	2.4385747831926667
c__Gammaproteobacteria_mOTU_23.singlemOTU.core	0.23920574481335027	0.19750635944379946	0.14995465681137482	0.006095632011966746	0.13719857783323333	13.43845595115406	4.448147209759716	0.192550457036791	0.0370233569403756	0.12501246854345432	0.13682073299656003	0.6125621883923809
c__Gammaproteobacteria_mOTU_00.NBPs.core	6.276059558598065	6.34863682498213	2.332908918989374	0.3155807792728019	14.854064347979564	3.9599135077971526	0.8325673930474621	4.168762587710067	0.22232356945602103	16.29557220688225	0.22249024490885422	0.2677042772493291
c__Phycisphaerae_mOTU_2.NBPs.core	23.345248614413848	1.8186313329440214	1.8870096107186243	0.053707318853590584	8.57101250439783	3.4976802213169766	14.681823112063416	2.5685512438911164	0.012810650638058503	7.68768795788381	0.050825306810744195	15.055913238032177
c__Bacteroidia_mOTU_04.NBPs.core	0.7357424802433361	0.2260088921718606	0.13492137773766139	0.3068922606774564	0.18976553305230473	10.782964280071049	83.96911262644292	0.07735628561871322	0.1177171916089049	0.13831538756062808	0.17157580947639897	58.95712798800327
c__Verrucomicrobiae_mOTU_10.NBPs.core	5.901771624804897	2.123200803122708	0.8262274595139019	0.019447820523941374	5.232950938142883	0.14684157047485058	0.062192654772731	13.400214155059828	0.010442398434216764	3.6428591212924006	0.046533797366659774	0.026283996300722517
c__Fibrobacteria_mOTU_0.singlemOTU.core	0.12889645596111202	0.05970681511889339	0.03708447728660513	0.15314639710557196	0.0673712852741102	0.6126759206621735	10.096342382835157	0.12524136253956145	0.09155703092621495	0.09449499675875608	0.09994738112469197	0.8225004224028936
c__UBA9042_mOTU_1.NBPs.core	0.2051697791958004	0.1931378636616928	0.1192730103465305	0.17061978822600923	0.20636216610304886	0.6950498307929159	48.44418209158197	0.0964974962116983	0.08517467957979198	0.18315867153622814	0.19020499353243622	6.398714189864167
c__Actinomycetia_mOTU_09.NBPs.core	15.296945361712224	19.56455248984355	8.310261816442496	2.006769544961148	27.67084081836512	7.461690240173674	3.902953909082928	8.820777545458922	5.494943662238032	25.239852999058883	14.614631989436552	2.283075187732908
c__Verrucomicrobiae_mOTU_12.NBPs.core	11.654659942601967	2.4653501752365665	1.779277645403356	0.20127324202146998	35.37420892094805	6.248462549980238	1.949568035957375	1.3139676058062768	0.8490002838160174	29.666272188303402	1.2196910599453845	0.6154541266152943
c__Verrucomicrobiae_mOTU_11.singlemOTU.core	0.09407506318473223	0.026660687439787327	0.012330297967466035	1.8879051770701267	0.5966271307019754	0.13428857974199518	1.8331370599951253	0.09113268996395277	11.647421716032758	0.6625650802753211	0.0	1.586594476397758
c__Paceibacteria_mOTU_0.NBPs.core	0.873869535955991	0.8856868942459547	0.6110114211071173	0.24954962336918435	0.8867030888440515	0.48905064641090634	9.35009968724439	0.1917068261977821	0.022340080141160804	0.6996572084591344	0.5337473654196017	38.809035378170094
c__Actinomycetia_mOTU_05.NBPs.core	36.23448908664539	33.80961482231278	49.87780632510918	2.503779767472204	110.21383564166388	12.57065632981821	36.76993935602174	39.75465841764692	1.5908189483985964	28.376435813913517	28.708041289979498	61.90513289108462
c__Bacteroidia_mOTU_10.NBPs.core	0.12594300637156153	0.02174108600841226	0.0	0.05628470038735231	0.0011002976161031564	0.8533071681362013	14.527182995795187	0.024420936838156666	0.020903072862259377	0.012149053330777116	0.0	10.729900723574634
c__Lentisphaeria_mOTU_1.singlemOTU.core	0.061508707499842254	0.019364241858258375	0.019480399578135205	0.05754186790601808	0.04592059528120117	0.08133599942146263	2.0180181316615347	0.04223298465206233	0.004126852820300149	0.03265418995905585	0.007247084550675849	16.384913806908287
c__UBA10030_mOTU_0.singlemOTU.core	0.1825571935393663	0.13161350381018702	0.07004762941977663	0.11071513570155178	0.29793550234976135	2.519339250168281	18.105477285710325	0.043219011176202984	0.054479929974839636	0.1056136431710971	0.11874780877629408	13.187524689459297
c__Saccharimonadia_mOTU_0.singlemOTU.core	0.2934494283492398	0.4835305652689291	0.33815963960733925	25.361901546240226	0.12426962490941247	0.03477855867651499	0.13998251865435357	0.13885913889085189	0.30413678368590613	0.14823084903286865	0.04518633725769647	0.4156463927253191
c__Gammaproteobacteria_mOTU_19.singlemOTU.core	0.23027480939365721	0.24437761061765348	0.11035053233231135	23.96899331686018	0.2921928369474547	0.6822424278847988	0.3302033591707719	0.19689014352632225	0.08337768914405051	0.22668894539483161	0.1880624196397196	0.1904939535985417
c__Acidimicrobiia_mOTU_0.NBPs.core	9.85938025669873	2.3188188652602006	0.8469324744873127	7.878455325728912	6.217612047292957	2.658040357929929	0.7997755630670705	16.391419839700912	31.912271671024204	6.380664237969453	17.498436580762156	0.5869032126009746
