Pangenome	Loc090402-8m	Loc081215-8m	Loc081215-1m	Loc090907-1m	Loc090116-8m	Loc090519-8m	Loc090721-8m	Loc090402-1m	Loc090721-1m	Loc090116-1m	Loc090519-1m	Loc090907-8m
c__Thermoleophilia_mOTU_0.NBPs.core	6.858986904422793	6.117551339886404	8.974338160316766	0.10622246467879765	18.304634012416827	2.014578477746138	2.6441892594304064	7.68378663612744	0.17866588706833827	5.539432117758841	0.31356100077485033	2.7938180344278223
c__Gammaproteobacteria_mOTU_23.singlemOTU.core	0.22790099583498952	0.38922162513196196	0.0644604552535539	0.0	0.11712823549054559	13.700753926506264	4.196726765813464	0.16866248411587115	0.004333035349470013	0.13989775410673863	0.17044325682162237	0.6256487028308336
c__Gammaproteobacteria_mOTU_00.NBPs.core	5.8533083186227595	7.354907951175557	2.4132003934787645	0.3337523661846061	14.169225055554739	4.213581720491056	0.6406206876665907	4.306960418580548	0.19203121970254042	15.787869840103781	0.2322172615981665	0.0
c__Phycisphaerae_mOTU_2.NBPs.core	20.180935362490082	1.2499735370412772	1.4457254702538076	0.0	7.230791938037443	2.6555968451093914	14.50071104589586	2.983904243600056	0.0	6.564392460835882	0.0	15.31569360309315
c__Bacteroidia_mOTU_04.NBPs.core	0.7361041161249564	0.2655467900503699	0.13696225115519817	0.3601415753485835	0.07323600264715366	11.4782061037774	83.56642038091694	0.11255871264785546	0.16681867064962344	0.04863905627194339	0.19692375814125415	60.02960386555799
c__Verrucomicrobiae_mOTU_10.NBPs.core	5.721566722945914	2.577138871474556	0.6554230502799601	0.033618114821411416	4.750101945350777	0.0901380919729669	0.042836059054426716	13.706689809008727	0.0390414252336146	3.877697554741083	0.029761167290334137	0.02736216642810943
c__Fibrobacteria_mOTU_0.singlemOTU.core	0.1651641442301981	0.023863765282015597	0.06331497586305064	0.1436346218215864	0.0	0.7065415676993475	9.888520362801712	0.09625879098174382	0.10108270807943733	0.16300750146626947	0.08960965197225776	0.7785790835658735
c__UBA9042_mOTU_1.NBPs.core	0.2396745131217996	0.13573523535454143	0.09708513626568074	0.07932298300293192	0.2503685740346887	0.6667306023247501	48.53034949412496	0.14180418560934624	0.1007763746925689	0.16831974746089806	0.16806800739579372	6.773948177945118
c__Actinomycetia_mOTU_09.NBPs.core	13.635965337087722	16.739868416290783	7.6069115651053485	2.141388647834108	27.341565927122875	7.251077010403936	3.2173050390114533	9.24182840279168	5.901653240794525	25.917210191256956	14.643427853517617	2.569153441350006
c__Verrucomicrobiae_mOTU_12.NBPs.core	11.770819698117112	2.1033255522400967	1.631822006003978	0.17976900130112627	35.41687998696568	5.9290000059225125	2.1933786814699427	1.2304084189750555	0.770412402642702	30.539907281876868	1.015742671988565	0.72630547945148
c__Verrucomicrobiae_mOTU_11.singlemOTU.core	0.08560014628164662	0.0	0.03082569069810325	2.441663991840331	0.4189312027099473	0.07552156367395098	1.9428906797034822	0.2026661921575737	10.669317366763428	0.700611695968683	0.0	1.723085746402959
c__Paceibacteria_mOTU_0.NBPs.core	1.7508320577927643	0.7261156886725756	0.8317549761238495	0.0	0.3588188975792551	0.8238351812369161	8.388170692057368	0.4145261565492353	0.0	0.47687878672120315	0.41513791305266795	40.65431583764889
